c1c(c2c(cc(c(c2nc1C(F)(F)F)F)F)F)NN
C1C(CO1)NC1COC1
N(C1COC1)C1COC1
C1OCC1NC1COC1
N#CNc1nccs1
N(C#N)c1sccn1
N#CNc1sccn1
C1C[N-]CC[NH+]1CC=O
[NH+]1(CC=O)CC[N-]CC1
O=CC[NH+]1CC[N-]CC1
c1n2c(nc1C)CCC2
C1Cn2c(nc(C)c2)C1
C1n2cc(nc2CC1)C
N1C[C@H](CO)OC[C@@H]1C
C1[C@@H](NC[C@@H](O1)CO)C
[C@H]1(NC[C@H](CO)OC1)C
C1C[NH2+][C@@H](C[C@@H]1[S-])C
[C@@H]1([NH2+]CC[C@@H]([S-])C1)C
C1COCCN1N
N1(N)CCOCC1
O1CCN(N)CC1
C1[C@H]([C@@H](C1)C(F)(F)F)N
C1C[C@@H](N)[C@@H]1C(F)(F)F
[C@@H]1(N)CC[C@H]1C(F)(F)F
C([C@H](C)N)#C
[C@H](N)(C)C#C
C[C@@H](C#C)N
c1cc([C@H](O)c2cc(F)c(cc2)Br)sc1
c1csc(c1)[C@H](O)c1ccc(Br)c(c1)F
c1(ccc(c(c1)F)Br)[C@@H](O)c1sccc1
O=c1ccsc2c1[nH]c1c2cc(cc1)Br
O=c1ccsc2c1[nH]c1ccc(cc21)Br
O=c1ccsc2c3c(ccc(Br)c3)[nH]c12
S1CCCC[C@H]1[C@H](c1cscc1Br)O
C1[C@@H]([C@H](c2cscc2Br)O)SCCC1
O[C@@H](c1c(Br)csc1)[C@@H]1CCCCS1
c1([C@H](c2cscc2Br)O)c(cc(F)cc1)Cl
c1scc(Br)c1[C@H](O)c1c(cc(cc1)F)Cl
c1scc([C@@H](c2ccc(F)cc2Cl)O)c1Br
c1c(ccc(c1)F)[C@@H](c1cscc1Br)O
O[C@H](c1c(Br)csc1)c1ccc(cc1)F
c1cc(ccc1F)[C@H](O)c1c(csc1)Br
C(/C=C\c1c[nH]cn1)([O-])=O
c1nc(c[nH]1)/C=C\C(=O)[O-]
[nH]1cnc(c1)/C=C\C(=O)[O-]
C(\CCl)(C)=N/N=C(\[NH-])N
ClC/C(=N/N=C(\[NH-])N)C
N(=C(\C)CCl)\N=C(/[NH-])N
C12N=CN=C([O-])[C@@H]2NON=1
N1=C([O-])[C@@H]2NON=C2N=C1
N1ON=C2[C@@H]1C([O-])=NC=N2
N[C@@H](C)c1nnc([O-])o1
[C@H](c1nnc([O-])o1)(N)C
n1c(oc([C@@H](N)C)n1)[O-]
O=C(c1c(nn[n-]1)C)NN
C(=O)(NN)c1c(C)nn[n-]1
O=C(c1[n-]nnc1C)NN
C(NC(=O)NC)C(=O)N(Cc1ccccc1)CCN(C)Cc1ccccc1
c1c(cccc1)CN(CCN(C)Cc1ccccc1)C(CNC(=O)NC)=O
c1(CN(C(=O)CNC(=O)NC)CCN(C)Cc2ccccc2)ccccc1
O=c1c(CN(C[C@H]2OCCC2)C(NCCOC)=S)cc2ccc(cc2[nH]1)C
C([C@@H]1CCCO1)N(Cc1cc2c(cc(C)cc2)[nH]c1=O)C(NCCOC)=S
[nH]1c(c(cc2ccc(C)cc12)CN(C[C@@H]1CCCO1)C(NCCOC)=S)=O
O=C(NCCCOC)c1c(sc2CCCCc21)NC(=O)[C@H](C)OCC
C1CCc2c(c(sc2C1)NC(=O)[C@@H](OCC)C)C(=O)NCCCOC
N(c1sc2c(c1C(NCCCOC)=O)CCCC2)C(=O)[C@@H](OCC)C
C(CCC(OCCC)=O)(=O)NC(Nc1c(C#N)c2c(CCC2)s1)=S
c12CCCc1sc(c2C#N)NC(NC(CCC(=O)OCCC)=O)=S
C(CCC(NC(Nc1sc2CCCc2c1C#N)=S)=O)(OCCC)=O
c1nn(c(c1)C)CCCNC(Nc1cnn(c1)Cc1c(cccc1)F)=S
C(=S)(NCCCn1nccc1C)Nc1cn(nc1)Cc1c(F)cccc1
c1ccc(c(Cn2cc(NC(NCCCn3nccc3C)=S)cn2)c1)F
n1csc(CC#N)n1
C(c1nncs1)C#N
n1csc(n1)CC#N
c1cc(/C=N\C)ccn1
c1nccc(/C=N\C)c1
n1ccc(cc1)/C=N\C
SC
[C@H]1(CC=NN1)C#N
[C@@H]1(C#N)CC=NN1
N1N[C@H](C#N)CC=1
C(#C/C=C\C=O)[NH+](C)C
C(=C\C#C[NH+](C)C)\C=O
C(=O)/C=C\C#C[NH+](C)C
[C@@H]1(C(N[C@@H](C)C(N[C@H](C(N[C@H](C(N[C@H](C(=O)N2[C@@H](C([O-])=O)CCC2)CCCC[NH3+])=O)CO)=O)CO)=O)=O)CCCN1C([C@H](NC(=O)[C@@H](CC([O-])=O)NC(CNC(=O)[C@H]([NH3+])CCCNC(N)=[NH2+])=O)CO)=O
C[C@H](NC([C@@H]1CCCN1C(=O)[C@H](NC([C@H](NC(=O)CNC(=O)[C@H]([NH3+])CCCNC(=[NH2+])N)CC(=O)[O-])=O)CO)=O)C(=O)N[C@@H](CO)C(=O)N[C@H](C(N[C@@H](CCCC[NH3+])C(=O)N1[C@H](CCC1)C(=O)[O-])=O)CO
O=C(N[C@H](C(N[C@H](C(N[C@@H](CCCC[NH3+])C(=O)N1[C@@H](C(=O)[O-])CCC1)=O)CO)=O)CO)[C@@H](NC([C@H]1N(CCC1)C(=O)[C@H](NC([C@H](NC(CNC([C@H]([NH3+])CCCNC(=[NH2+])N)=O)=O)CC([O-])=O)=O)CO)=O)C
C1CCN([C@H]1C(=O)[O-])C([C@@H](NC([C@H](CO)NC(=O)[C@@H](NC([C@H](NC(=O)[C@@H]1CCCN1C([C@@H](CO)NC([C@H](NC(=O)CNC([C@@H](CCCNC(N)=[NH2+])[NH3+])=O)CC([O-])=O)=O)=O)C)=O)CO)=O)CCCC[NH3+])=O
C(C[NH3+])CC[C@@H](C(N1[C@@H](C([O-])=O)CCC1)=O)NC(=O)[C@H](CO)NC([C@H](CO)NC(=O)[C@H](NC(=O)[C@H]1N(C([C@H](NC(=O)[C@@H](CC([O-])=O)NC(CNC([C@@H](CCCNC(N)=[NH2+])[NH3+])=O)=O)CO)=O)CCC1)C)=O
C(C[C@@H](C(N1CCC[C@@H]1C(=O)[O-])=O)NC(=O)[C@@H](NC([C@H](CO)NC(=O)[C@@H](C)NC([C@@H]1CCCN1C(=O)[C@@H](CO)NC([C@H](NC(=O)CNC(=O)[C@H]([NH3+])CCCNC(N)=[NH2+])CC([O-])=O)=O)=O)=O)CO)CC[NH3+]
o1cc(cc1)[C@@H]([C@@H](C)O)N
c1cc(co1)[C@H](N)[C@@H](C)O
o1ccc(c1)[C@@H]([C@@H](C)O)N
[C@@H]1(O)[C@@H]2[C@@H](N2)[C@@H](CO)[C@H]1O
[C@@H]1(CO)[C@@H]2N[C@@H]2[C@H]([C@@H]1O)O
OC[C@H]1[C@@H](O)[C@H](O)[C@H]2N[C@@H]12
o1nc(N)nc1[C@H](CCO)N
[C@H](CCO)(c1nc(N)no1)N
c1(nc(on1)[C@H](CCO)N)N
n1cn(cc1)CC(=O)NCCN
n1cn(CC(=O)NCCN)cc1
NCCNC(=O)Cn1cncc1
n1n[n-]c(n1)[C@@H]([NH3+])[C@H]1COCC1
[NH3+][C@@H]([C@@H]1CCOC1)c1[n-]nnn1
O1C[C@H]([C@H]([NH3+])c2nnn[n-]2)CC1
C1(=S)N(C(/C(=C/c2ccc(cc2)Br)N1)=O)C
c1(Br)ccc(cc1)/C=C1/C(N(C(N1)=S)C)=O
c1c(ccc(c1)Br)/C=C1/C(N(C)C(N1)=S)=O
c1c(I)cccc1NS(=O)(=O)C
c1(NS(=O)(C)=O)cccc(c1)I
O=S(Nc1cccc(c1)I)(C)=O
c12ccc(F)c(c2n(c(=S)[nH]1)[C@H]1CCN2[C@@H]1CCC2)F
c12n(c([nH]c2ccc(c1F)F)=S)[C@H]1CCN2CCC[C@H]12
C1CN2CC[C@H](n3c(=S)[nH]c4ccc(c(c34)F)F)[C@H]2C1
c1(F)c(F)c(F)c(F)c(c1C(N1C[C@H](C)NC[C@H]1C)=O)F
Fc1c(F)c(F)c(c(c1F)F)C(=O)N1[C@@H](CN[C@@H](C)C1)C
c1(F)c(F)c(F)c(c(c1F)C(N1C[C@@H](NC[C@H]1C)C)=O)F
C#CC[C@@H](O)c1cc2OCCCOc2c(c1)Br
c1c(cc2OCCCOc2c1Br)[C@H](O)CC#C
C1COc2c(OC1)c(cc(c2)[C@H](O)CC#C)Br
C(NC(=O)[C@@H]1COC[C@H]1NCC)c1ncc(C)nc1
C(NC(=O)[C@@H]1COC[C@H]1NCC)c1cnc(cn1)C
O1C[C@H]([C@H](C(=O)NCc2cnc(cn2)C)C1)NCC
S(CC)(=O)(CCn1nc(CCC)nc1N)=O
n1n(c(nc1CCC)N)CCS(=O)(=O)CC
n1c(nc(n1CCS(=O)(CC)=O)N)CCC
C(N1C[C@H](C(N)=O)OCC1)c1c(C)n(CCC)nc1C
Cc1c(c(C)n(n1)CCC)CN1C[C@H](C(=O)N)OCC1
C(n1c(C)c(CN2C[C@@H](OCC2)C(=O)N)c(n1)C)CC
O=C(NCC1CC[NH+](CC)CC1)c1nc([n-]n1)C1CC1
C1(c2[n-]nc(n2)C(NCC2CC[NH+](CC2)CC)=O)CC1
n1c(nc([n-]1)C1CC1)C(NCC1CC[NH+](CC1)CC)=O
O(Cc1scc(C)n1)/N=C(\CN1CCOCC1)N
C1CN(CCO1)C/C(N)=N\OCc1nc(cs1)C
N(=C(/N)CN1CCOCC1)\OCc1scc(n1)C
O(C[C@@H](N)c1ncn[nH]1)C(C)C
CC(OC[C@H](c1[nH]ncn1)N)C
C(OC(C)C)[C@@H](N)c1[nH]ncn1
o1nc(COCC)nc1[C@H](N)[C@H](O)C
n1c(COCC)nc(o1)[C@H](N)[C@H](O)C
N[C@H]([C@H](O)C)c1nc(no1)COCC
[C@H](C)(O)[C@H](c1nncn1CCC)N
n1(CCC)cnnc1[C@H](N)[C@H](O)C
C(n1c([C@@H]([C@@H](C)O)N)nnc1)CC
O[C@H](C)[C@@H](N)CN1C(=O)COCC1=O
N[C@@H](CN1C(=O)COCC1=O)[C@H](O)C
O=C1N(C(COC1)=O)C[C@H](N)[C@H](O)C
N(C(=O)CN1C(CC[C@@H](N)C1=O)=O)C
C(CN1C(CC[C@@H](N)C1=O)=O)(=O)NC
O=C(NC)CN1C(CC[C@H](C1=O)N)=O
c1(n[nH]cc1)CNC1CC([NH3+])C1
C1C([NH3+])CC1NCc1n[nH]cc1
c1cc(CNC2CC([NH3+])C2)n[nH]1
OC[C@H]1[C@H](O)[C@H](O)C[NH2+]C1
[NH2+]1C[C@H]([C@H](O)[C@H](O)C1)CO
OC[C@@H]1C[NH2+]C[C@H]([C@H]1O)O
n1(c(nnc1C)SCC[NH3+])N
n1(N)c(nnc1SCC[NH3+])C
Cc1n(N)c(nn1)SCC[NH3+]
C1N(C2CC2)CC[C@]1(C[NH3+])N
N[C@@]1(C[NH3+])CCN(C2CC2)C1
C([C@@]1(CCN(C1)C1CC1)N)[NH3+]
C(\c1scc(n1)C)=C\c1ccc(cc1)Br
c1(/C=C\c2scc(n2)C)ccc(Br)cc1
Cc1nc(/C=C\c2ccc(cc2)Br)sc1
c12c(C[C@@H](CI)O2)cc(cc1)F
IC[C@@H]1Cc2c(ccc(F)c2)O1
C(I)[C@H]1Oc2ccc(F)cc2C1
c1(F)c(cccc1)-c1scc(Br)n1
Brc1csc(n1)-c1ccccc1F
s1c(-c2ccccc2F)nc(Br)c1
Fc1c(ccc(c1)F)-c1c(C)c(Cl)nc(n1)C
Clc1nc(C)nc(-c2ccc(F)cc2F)c1C
Cc1c(Cl)nc(nc1-c1c(F)cc(F)cc1)C
s1c(ccc1Cl)[C@H](Br)c1ccoc1
Clc1ccc([C@H](Br)c2ccoc2)s1
c1cc([C@H](c2ccc(Cl)s2)Br)co1
n1c(c(c[nH]1)[C@H](NN)c1c(cnn1CCN(C)C)OC)N
COc1cnn(c1[C@@H](NN)c1c(n[nH]c1)N)CCN(C)C
c1(cnn(CCN(C)C)c1[C@H](c1c(N)n[nH]c1)NN)OC
N(C(=O)C1=C[C@H]([C@H]([C@@H](C1)O)O)NC(C[NH2+]C)=O)[C@H](C)C(=O)N
N(C(C1=C[C@H]([C@@H](O)[C@@H](C1)O)NC(=O)C[NH2+]C)=O)[C@@H](C(N)=O)C
[C@H]1(CC(=C[C@@H](NC(=O)C[NH2+]C)[C@H]1O)C(=O)N[C@H](C)C(N)=O)O
N([C@@H]1C=C(C[C@H]([C@@H]1O)O)C(N[C@@H](CCS(=O)(=O)C)C(N)=O)=O)C(=O)[C@H](C)[NH2+]C
C(N[C@@H]1C=C(C[C@@H](O)[C@@H]1O)C(N[C@H](C(=O)N)CCS(=O)(=O)C)=O)(=O)[C@@H]([NH2+]C)C
[C@@H]1(O)[C@H](NC([C@@H]([NH2+]C)C)=O)C=C(C(N[C@H](C(N)=O)CCS(=O)(C)=O)=O)C[C@H]1O
c1(C(=O)N(CC(=O)N)CC(=O)N)c(cn(n1)C)N
c1(N)cn(nc1C(N(CC(=O)N)CC(N)=O)=O)C
C(N(C(c1nn(cc1N)C)=O)CC(N)=O)C(N)=O
C(/C(=N/NC(=[NH2+])N)CCCOCC)=N\N/C(=N\[H])N
C(=N/N/C(=N\[H])N)\C(=N\NC(N)=[NH2+])CCCOCC
CCOCCCC(/C=N/N/C(=N\[H])N)=N\NC(=[NH2+])N
N#CC[C@H](NCCO)C
C(#N)C[C@H](NCCO)C
C([C@@H](C)NCCO)C#N
C1N[C@@H](C[C@H]1N)C=O
O=C[C@H]1NC[C@@H](C1)N
N1C[C@H](N)C[C@H]1C=O
[C@H](CC#C)(O)CN
C(N)[C@H](O)CC#C
C(C[C@@H](O)CN)#C
C1OCCOCC1N
O1CC(N)COCC1
O1CCOCC(N)C1
C(C[C@@H](c1ccoc1)N)#C
N[C@@H](CC#C)c1cocc1
C([C@@H](c1ccoc1)N)C#C
n1c(cco1)C(=O)Nc1c(cn[nH]1)N
c1(ccon1)C(=O)Nc1[nH]ncc1N
c1(cn[nH]c1NC(c1nocc1)=O)N
n1c(nc(nc1N)CN1CC(C1)O)N
OC1CN(Cc2nc(nc(n2)N)N)C1
Nc1nc(nc(N)n1)CN1CC(C1)O
N(C(=O)[C@@H]1CCC[C@@H]1[NH3+])[C@@H]1CON=C1[O-]
O=C([C@@H]1CCC[C@@H]1[NH3+])N[C@@H]1CON=C1[O-]
C1C[C@@H]([C@H](C(N[C@H]2C([O-])=NOC2)=O)C1)[NH3+]
C(NN)(c1[nH]c2c(n1)cccn2)=O
NNC(c1[nH]c2c(n1)cccn2)=O
O=C(c1[nH]c2c(n1)cccn2)NN
c1(N)[nH+]c2CC[C@@H](C([O-])=O)Cc2c(N)n1
[O-]C(=O)[C@H]1Cc2c(nc(N)[nH+]c2CC1)N
[O-]C(=O)[C@@H]1CCc2[nH+]c(nc(c2C1)N)N
c1ccoc1/C=N\N/C([S-])=N/c1ccccc1
C(=N\N/C(=N/c1ccccc1)[S-])\c1occc1
[S-]/C(=N\c1ccccc1)N/N=C\c1ccco1
[O-]C([C@@]1(CC[C@@H](C1(C)C)C(NC1CCCCC1)=O)C)=O
C1CCCCC1NC(=O)[C@@H]1C([C@](C)(C([O-])=O)CC1)(C)C
C(NC1CCCCC1)([C@@H]1C([C@@](C)(CC1)C(=O)[O-])(C)C)=O
c1c(Cl)cc(c(F)c1)Nc1cccc(C(=O)[O-])n1
c1c(cc(Nc2nc(C([O-])=O)ccc2)c(F)c1)Cl
c1(Nc2nc(ccc2)C(=O)[O-])c(ccc(Cl)c1)F
c1cc(-c2[nH]nc(C)c2C(=O)[O-])ccc1C(C)(C)C
C(c1ccc(cc1)-c1[nH]nc(c1C(=O)[O-])C)(C)(C)C
c1(ccc(cc1)-c1c(C([O-])=O)c(n[nH]1)C)C(C)(C)C
